AnimalID,Name,OutcomeType,AnimalType,AgeuponOutcome,Breed,Color,Quality,Sex,HairType,Mix,BreedGroup,MultiColored,Hour,Minute,Second,Year,Month,Day,LifeStage,DayPeriod
A679650,1,3,0,31,15,9,2,1,1,1,4,0,14,5,0,2014,05,24,1,1
A683314,0,2,0,301,2,5,0,0,0,1,1,0,16,46,0,2014,08,06,1,1
A701252,0,2,0,1461,44,27,0,0,0,1,0,0,12,28,0,2015,12,17,0,0
A690247,1,3,1,22,1,11,2,0,1,1,1,0,18,32,0,2014,10,16,1,0
A720977,0,2,0,61,2,9,0,0,0,1,1,0,21,17,0,2016,02,20,1,2
A690519,1,3,1,121,1,6,2,0,1,1,1,0,9,0,0,2014,10,23,1,0
A669422,0,2,0,366,2,2,0,0,0,1,1,0,16,49,0,2014,01,18,0,1
A709542,0,3,0,31,97,2,2,0,0,1,4,0,17,37,0,2015,08,11,1,0
A718893,0,0,0,366,59,0,1,1,0,1,2,0,12,35,0,2016,01,09,0,0
A667037,0,3,0,301,17,12,0,0,0,1,6,0,15,19,0,2013,11,22,1,1
A698398,0,2,0,731,30,9,0,0,0,1,5,0,17,26,0,2015,03,18,0,0
A698272,0,0,0,2556,31,5,0,0,0,1,0,0,16,38,0,2015,03,10,0,1
A693631,1,2,0,1096,92,0,0,0,0,1,4,0,17,11,0,2014,12,15,0,0
A679917,0,2,0,366,54,32,1,1,0,1,1,0,14,57,0,2014,06,21,0,1
A709680,1,3,1,15,1,9,2,1,1,1,1,0,14,19,0,2015,08,12,1,1
A698594,0,3,1,731,1,5,1,1,1,1,1,0,13,15,0,2015,04,08,0,1
A558754,0,0,0,2921,6,19,0,0,0,0,3,0,14,13,0,2015,07,17,0,1
A668251,0,2,0,2191,15,28,1,1,1,1,4,0,16,59,0,2013,12,08,0,1
A679260,0,3,0,1826,78,9,2,0,0,1,4,0,12,7,0,2014,05,22,0,0
A708349,1,3,1,15,1,18,3,2,1,1,1,0,14,40,0,2015,07,26,1,1
A676596,0,2,1,366,1,15,1,1,1,1,1,0,15,0,0,2014,04,18,0,1
A720186,1,3,0,4381,17,5,2,1,0,1,6,0,15,8,0,2016,02,05,0,1
A720644,0,3,1,731,1,2,2,1,1,1,1,0,13,6,0,2016,02,16,0,1
A666047,1,0,0,731,15,0,0,0,1,1,4,0,12,43,0,2013,10,29,0,0
A679340,0,3,1,31,1,5,2,0,1,1,1,0,13,58,0,2014,05,31,1,1
A696255,0,3,0,121,41,9,2,0,0,0,1,0,9,27,0,2015,02,02,1,0
A720499,1,2,0,2191,22,8,0,0,4,1,7,0,12,30,0,2016,02,14,0,0
A715497,0,3,0,731,75,9,1,1,0,1,1,0,11,30,0,2015,11,09,0,0
A689818,0,2,0,366,23,9,1,1,0,1,4,0,15,48,0,2015,09,12,0,1
A684192,1,2,1,121,1,18,1,1,1,1,1,0,18,25,0,2014,07,25,1,0
A712290,0,3,0,1096,17,4,2,0,0,1,6,0,14,41,0,2015,09,29,0,1
A706808,1,1,1,31,1,7,2,1,1,1,1,0,13,38,0,2015,07,27,1,1
A589841,0,0,0,1826,2,12,0,0,0,1,1,0,11,15,0,2015,06,09,0,0
A706642,1,4,1,31,1,5,2,0,1,1,1,0,9,37,0,2015,07,06,1,0
A696741,0,2,0,366,15,9,0,0,1,1,4,0,13,42,0,2015,03,14,0,1
A705344,0,2,1,61,1,15,1,1,1,1,1,0,18,28,0,2015,07,18,1,0
A663511,0,2,0,731,57,12,0,0,0,1,2,0,12,58,0,2013,10,12,0,0
A671516,0,0,0,1826,17,5,0,0,0,1,6,0,11,28,0,2014,02,05,0,0
A680010,0,2,0,211,36,5,1,1,0,1,3,0,19,29,0,2014,06,02,1,0
A678742,1,3,1,22,1,7,2,0,1,1,1,0,15,57,0,2014,05,12,1,1
A679475,0,3,0,731,2,2,0,0,0,1,1,0,17,36,0,2014,07,02,0,0
A715512,0,3,1,366,1,11,1,1,1,1,1,0,0,0,0,2016,01,04,0,2
A685419,0,3,0,731,28,8,2,1,0,1,2,0,12,6,0,2014,08,16,0,0
A717871,0,2,0,366,17,9,1,1,0,1,6,0,18,29,0,2015,12,22,0,0
A706804,0,3,0,61,52,5,2,1,0,1,5,0,17,28,0,2015,07,03,1,0
A656968,0,1,0,1096,38,42,1,1,0,1,0,0,15,13,0,2013,11,11,0,1
A717696,1,2,0,91,41,9,0,0,0,1,1,0,17,14,0,2015,12,16,1,0
A575214,0,2,0,2556,20,2,1,1,0,1,0,0,19,2,0,2015,08,17,0,0
A697099,1,3,0,31,13,0,2,1,0,1,0,0,12,6,0,2015,02,18,1,0
A681611,1,1,1,61,1,11,2,0,1,1,1,0,12,5,0,2014,06,23,1,0
A692836,0,2,1,61,1,5,0,0,4,1,1,0,18,19,0,2014,12,27,1,0
A718465,0,2,0,2921,22,8,0,0,0,1,7,0,16,35,0,2016,01,23,0,1
A663985,0,2,0,731,41,9,0,0,0,1,1,0,18,43,0,2013,10,06,0,0
A693664,0,2,0,731,15,9,1,1,1,1,4,0,19,4,0,2014,12,18,0,0
A692970,0,3,1,5111,1,11,0,0,1,1,1,0,15,19,0,2015,01,04,0,1
A670497,0,0,0,1096,2,9,0,0,0,1,1,0,11,33,0,2015,05,18,0,0
A693723,0,2,0,61,27,0,0,0,0,1,0,0,18,21,0,2014,12,13,1,0
A675894,0,1,1,2556,1,14,1,1,1,1,1,0,16,6,0,2014,05,31,0,1
A699752,0,1,0,5111,17,5,3,2,0,1,6,0,11,55,0,2015,04,02,0,0
A690626,1,3,1,211,1,18,2,1,1,1,1,0,9,0,0,2014,10,24,1,0
A694152,0,2,1,91,1,2,1,1,4,0,1,0,13,3,0,2015,02,03,1,1
A699937,0,3,0,2921,17,13,0,0,0,1,6,0,0,0,0,2015,04,13,0,2
A700015,0,0,0,366,6,5,1,1,0,0,3,0,12,25,0,2015,04,08,0,0
A698849,0,2,0,91,71,28,0,0,0,1,1,0,12,18,0,2015,05,16,1,0
A681511,0,2,0,181,15,5,1,1,1,1,4,0,19,17,0,2014,06,23,1,0
A688427,1,3,0,1096,57,9,0,0,0,1,2,0,18,46,0,2014,10,04,0,0
A692560,0,2,0,301,15,12,1,1,1,1,4,0,18,13,0,2014,11,29,1,0
A685959,0,3,1,366,1,2,2,1,1,1,1,0,8,22,0,2014,08,19,0,0
A670173,1,2,1,91,1,9,1,1,1,1,1,0,16,59,0,2014,01,11,1,1
A705352,1,3,1,4,1,5,3,2,1,1,1,0,12,3,0,2015,06,17,1,0
A681217,1,3,0,91,17,12,0,0,0,1,6,0,17,2,0,2014,06,15,1,0
A673276,1,3,1,241,1,6,3,2,1,1,1,0,19,8,0,2014,02,22,1,0
A680683,1,3,1,731,1,7,2,1,1,1,1,0,19,9,0,2014,06,07,0,0
A695699,0,0,0,366,59,0,2,1,0,1,2,0,14,9,0,2015,01,21,0,1
A675673,1,2,0,731,4,32,1,1,0,1,3,0,17,23,0,2014,04,06,0,0
A710000,1,3,1,22,1,6,2,0,1,1,1,0,18,6,0,2015,08,15,1,0
A693500,0,3,0,1826,40,32,0,0,0,0,2,0,12,28,0,2014,12,20,0,0
A700106,0,3,1,366,1,6,0,0,1,1,1,0,14,8,0,2015,04,20,0,1
A688917,0,0,0,5111,13,0,2,0,8,1,0,0,11,11,0,2014,09,27,0,0
A702452,1,3,1,271,1,2,2,1,1,1,1,0,9,0,0,2015,05,15,1,0
A701337,1,3,0,366,4,32,2,0,0,1,3,0,14,43,0,2015,04,30,0,1
A697217,0,0,0,1096,15,0,2,0,1,1,4,0,12,6,0,2015,02,20,0,0
A711398,0,2,0,1461,38,27,0,0,0,1,0,0,14,41,0,2015,09,09,0,1
A678608,0,0,1,1096,1,19,1,1,1,1,1,0,14,37,0,2014,05,12,0,1
A705269,1,3,1,29,1,5,2,1,1,0,1,0,12,44,0,2015,06,17,1,0
A615391,0,0,0,731,13,5,1,1,0,1,0,0,13,34,0,2013,10,11,0,1
A694800,0,3,0,366,15,5,0,0,1,0,4,0,13,35,0,2015,01,18,0,1
A717430,0,0,0,731,2,5,1,1,0,1,1,0,18,18,0,2015,12,17,0,0
A634279,0,0,1,731,1,14,1,1,1,1,1,0,12,37,0,2014,11,14,0,0
A689523,0,0,0,731,6,19,0,0,0,1,3,0,17,30,0,2014,10,08,0,0
A610067,0,2,1,3286,1,11,0,0,1,1,1,0,15,14,0,2015,10,18,0,1
A706473,0,2,0,731,53,20,0,0,0,1,4,0,17,26,0,2015,07,03,0,0
A716355,0,2,0,2921,22,0,1,1,0,1,7,0,11,49,0,2015,12,13,0,0
A689728,1,1,0,1096,2,2,2,1,0,1,1,0,16,50,0,2014,10,16,0,1
A670249,0,3,0,731,15,9,2,1,1,1,4,0,15,25,0,2014,01,10,0,1
A687582,0,2,0,241,17,5,1,1,0,1,6,0,18,49,0,2014,12,01,1,0
A669397,0,2,1,366,1,5,1,1,1,1,1,0,10,42,0,2014,03,22,0,0
A698372,0,2,0,731,26,0,1,1,0,1,6,0,16,56,0,2015,09,20,0,1
A695188,0,2,0,366,38,5,0,0,0,1,0,0,16,41,0,2016,01,02,0,1
A676727,0,2,1,61,1,15,1,1,1,1,1,0,20,2,0,2014,07,12,1,2
A688689,0,3,0,151,15,4,2,0,1,1,4,0,13,52,0,2014,11,03,1,1
A676659,0,2,1,61,1,6,1,1,4,1,1,0,11,42,0,2014,05,27,1,0
A718601,0,3,0,731,2,4,0,0,0,1,1,0,16,23,0,2016,01,29,0,1
A666018,0,0,0,731,57,9,0,0,0,1,2,0,13,55,0,2013,11,05,0,1
A697953,0,2,0,1096,10,5,0,0,2,1,6,0,17,21,0,2015,03,30,0,0
A701353,1,3,0,121,2,5,2,1,0,1,1,0,13,52,0,2015,04,28,1,1
A716988,0,3,1,61,1,5,2,0,1,1,1,0,12,52,0,2015,12,08,1,0
A662551,0,2,1,31,1,7,2,1,1,1,1,0,12,39,0,2013,10,26,1,0
A665410,0,0,0,731,102,45,0,0,0,1,2,0,17,27,0,2013,10,18,0,0
A665927,0,2,1,61,1,1,0,0,1,1,1,0,15,40,0,2013,12,03,1,1
A660046,0,0,0,731,14,2,1,1,0,1,3,0,17,6,0,2014,03,09,0,0
A713090,0,2,0,1096,13,4,1,1,0,1,0,0,18,44,0,2015,11,27,0,0
A700310,0,2,1,181,1,9,1,1,1,1,1,0,8,26,0,2015,10,07,1,0
A712850,0,2,0,61,17,5,1,1,0,1,6,0,17,13,0,2015,10,04,1,0
A681163,1,3,1,15,1,11,2,0,1,1,1,0,15,47,0,2014,06,13,1,1
A703810,1,2,0,151,21,28,1,1,0,1,0,0,12,42,0,2015,06,03,1,0
A699827,1,1,0,31,53,5,2,1,0,0,4,0,12,28,0,2015,05,21,1,0
A691408,0,0,0,3286,2,9,0,0,0,1,1,0,17,29,0,2014,11,13,0,0
A687597,1,3,0,61,24,9,0,0,0,1,6,0,16,27,0,2014,09,13,1,1
A690937,1,3,1,22,1,7,2,1,1,1,1,0,18,2,0,2014,10,28,1,0
A688753,1,3,1,22,1,5,2,1,4,1,1,0,13,22,0,2014,09,23,1,1
A652954,0,2,0,366,13,0,0,0,0,1,0,0,11,40,0,2014,02,03,0,0
A701167,1,3,1,366,1,7,2,1,1,1,1,0,9,0,0,2015,04,25,0,0
A666781,0,0,1,731,1,7,0,0,1,1,1,0,16,25,0,2015,09,01,0,1
A696059,0,2,0,1096,15,4,0,0,1,1,4,0,14,28,0,2015,02,05,0,1
A681289,0,3,0,731,36,17,0,0,1,1,3,0,18,11,0,2014,06,19,0,0
A692614,0,2,1,61,1,7,2,0,1,1,1,0,13,18,0,2014,12,09,1,1
A604770,0,0,0,1461,2,4,0,0,0,1,1,0,14,45,0,2015,02,26,0,1
A687562,0,3,0,61,69,5,2,1,0,1,5,0,11,14,0,2014,09,15,1,0
A706745,0,3,0,2191,53,4,1,1,0,1,4,0,14,28,0,2015,07,08,0,1
A685688,1,2,1,61,29,21,1,1,0,1,1,0,14,48,0,2014,08,18,1,1
A705629,1,3,0,31,30,5,3,2,0,1,5,0,0,0,0,2015,06,19,1,2
A700691,0,2,0,241,31,5,1,1,0,1,0,0,12,29,0,2015,05,10,1,0
A710191,0,2,0,1461,40,5,0,0,0,1,2,0,17,48,0,2015,08,23,0,0
A679203,1,3,0,8,15,4,2,1,1,1,4,0,15,21,0,2014,05,21,1,1
A688941,1,3,1,121,1,7,2,0,1,1,1,0,9,0,0,2014,09,27,1,0
A674781,0,0,0,1461,56,12,0,0,0,1,5,0,17,51,0,2014,03,25,0,0
A690919,1,3,1,22,1,6,2,1,5,1,1,0,12,37,0,2014,10,28,1,0
A670494,0,0,0,2191,22,8,0,0,0,1,7,0,17,10,0,2014,01,12,0,0
A664462,0,3,0,121,140,0,2,0,0,1,5,0,13,6,0,2013,10,07,1,1
A704075,0,0,0,366,17,9,1,1,0,1,6,0,18,41,0,2015,06,01,0,0
A681607,0,2,1,61,1,9,1,1,1,1,1,0,18,55,0,2014,06,23,1,0
A683637,1,3,1,31,1,7,2,0,1,1,1,0,16,46,0,2014,07,25,1,1
A664112,0,2,0,61,17,9,0,0,0,1,6,0,11,47,0,2013,10,05,1,0
A663201,0,3,0,731,2,0,0,0,0,1,1,0,14,14,0,2013,10,01,0,1
A680179,1,3,0,31,38,17,2,0,0,1,0,0,17,35,0,2014,05,30,1,0
A701733,0,2,0,731,2,2,0,0,0,1,1,0,16,54,0,2015,09,15,0,1
A670518,0,1,0,5476,13,0,2,1,0,1,0,0,15,26,0,2014,01,09,0,1
A701748,0,2,1,31,29,21,1,1,0,1,1,0,18,7,0,2015,05,27,1,0
A642946,0,2,1,731,1,7,1,1,1,1,1,0,13,31,0,2014,12,07,0,1
A668341,1,3,1,91,1,2,2,1,1,1,1,0,15,46,0,2013,12,03,1,1
A694512,0,2,1,61,1,11,0,0,1,1,1,0,18,19,0,2015,01,02,1,0
A704317,0,2,1,61,1,5,1,1,1,1,1,0,18,32,0,2015,06,30,1,0
A714242,1,3,1,91,1,18,2,1,1,1,1,0,9,0,0,2015,10,21,1,0
A713209,0,2,1,61,1,5,0,0,1,1,1,0,16,9,0,2015,11,12,1,1
A717355,0,0,0,2921,15,5,2,1,1,1,4,0,17,10,0,2015,12,06,0,0
A712643,0,0,1,3651,1,5,1,1,1,1,1,0,13,57,0,2015,09,29,0,1
A669845,0,3,0,731,2,2,0,0,0,1,1,0,17,18,0,2014,01,09,0,0
A718209,0,2,0,366,13,28,0,0,0,1,0,0,21,24,0,2016,01,02,0,2
A664814,1,2,0,366,15,9,1,1,1,1,4,0,16,40,0,2013,12,17,0,1
A669297,0,3,1,2556,1,7,0,0,1,1,1,0,14,36,0,2014,01,02,0,1
A712911,0,2,0,2921,53,9,1,1,0,1,4,0,10,22,0,2015,12,31,0,0
A681484,1,3,1,366,1,2,2,0,1,1,1,0,9,0,0,2014,06,18,0,0
A715754,1,2,0,31,22,5,0,0,0,1,7,0,12,27,0,2015,11,18,1,0
A678166,0,2,0,366,15,4,0,0,1,1,4,0,19,13,0,2014,05,26,0,0
A644204,0,0,1,1096,1,1,0,0,1,1,1,0,16,34,0,2014,02,10,0,1
A537247,0,1,0,2191,2,9,2,0,0,1,1,0,15,20,0,2014,03,20,0,1
A673559,0,2,0,1096,52,5,1,1,0,1,5,0,14,23,0,2014,03,18,0,1
A684686,0,2,0,366,2,23,0,0,0,1,1,0,11,36,0,2014,08,06,0,0
A704631,1,3,1,4,1,9,3,2,1,1,1,0,11,10,0,2015,06,08,1,0
A677223,0,2,0,731,15,8,0,0,1,1,4,0,11,24,0,2014,05,11,0,0
A685160,0,3,1,8,1,5,3,2,1,1,1,0,16,34,0,2014,08,10,1,1
A691774,0,2,1,4381,79,7,1,1,0,1,1,0,7,36,0,2014,12,30,0,0
A715436,0,2,0,61,17,9,1,1,0,1,6,0,19,2,0,2015,11,07,1,0
A705980,1,1,1,31,1,6,2,0,1,1,1,0,11,44,0,2015,06,23,1,0
A708761,0,3,1,31,1,11,2,1,1,1,1,0,16,11,0,2015,08,05,1,1
A697359,0,0,0,1826,40,9,1,1,0,1,2,0,17,1,0,2015,02,25,0,0
A715086,1,2,0,731,13,28,0,0,0,1,0,0,11,39,0,2015,11,04,0,0
A674561,0,2,0,731,14,8,0,0,0,1,3,0,14,51,0,2014,10,27,0,1
A669445,1,3,1,731,1,11,2,0,1,1,1,0,15,24,0,2013,12,31,0,1
A690366,0,2,1,91,1,15,1,1,5,1,1,0,18,26,0,2014,12,23,1,0
A682393,0,3,1,61,29,21,2,1,0,0,1,0,12,12,0,2014,07,03,1,0
A648300,0,0,0,1461,172,2,0,0,0,1,5,0,11,47,0,2014,12,21,0,0
A702854,1,3,0,731,15,5,2,0,1,1,4,0,14,13,0,2015,05,21,0,1
A708153,0,2,1,121,1,7,0,0,5,1,1,0,11,42,0,2015,12,04,1,0
A687802,0,2,0,366,15,17,1,1,4,1,4,0,17,32,0,2014,09,14,0,0
A695675,0,2,0,151,22,13,0,0,1,1,7,0,13,44,0,2015,01,29,1,1
A678833,1,3,1,22,1,5,3,2,1,1,1,0,13,3,0,2014,05,13,1,1
A714471,0,0,1,2921,1,5,0,0,1,1,1,0,14,42,0,2015,10,23,0,1
A705042,0,2,1,61,1,7,0,0,1,1,1,0,18,36,0,2015,07,18,1,0
A682518,0,2,1,31,1,5,2,0,4,1,1,0,15,15,0,2014,07,20,1,1
A685514,0,2,0,2556,30,0,0,0,0,1,5,0,16,42,0,2015,01,18,0,1
A697967,0,2,0,121,69,5,1,1,0,1,5,0,18,19,0,2015,03,08,1,0
A705705,1,0,1,15,1,7,2,0,1,1,1,0,16,58,0,2015,07,08,1,1
A686765,0,3,0,241,15,0,1,1,1,1,4,0,11,33,0,2014,09,06,1,0
A679259,0,2,0,2921,6,5,0,0,0,1,3,0,11,22,0,2014,05,26,0,0
A707728,1,3,1,15,1,5,2,0,1,1,1,0,18,39,0,2015,07,16,1,0
A705496,1,3,1,8,1,9,3,2,1,1,1,0,13,43,0,2015,06,18,1,1
A701776,0,2,0,1461,92,20,1,1,0,0,4,0,18,56,0,2015,05,08,0,0
A683358,1,3,1,121,1,2,2,0,1,1,1,0,9,0,0,2014,07,11,1,0
A701801,0,3,1,1096,1,5,0,0,1,1,1,0,17,33,0,2015,05,11,0,0
A681220,0,2,0,1096,43,17,1,1,0,1,7,0,9,4,0,2014,06,27,0,0
A683906,0,3,1,31,1,5,2,1,1,1,1,0,14,9,0,2014,07,20,1,1
A702580,0,2,0,91,44,17,0,0,0,1,0,0,11,33,0,2015,06,10,1,0
A679869,0,2,0,2556,19,5,1,1,0,1,7,0,13,46,0,2014,06,20,0,1
A713588,0,2,0,2921,5,5,0,0,0,1,1,0,18,27,0,2016,02,21,0,0
A678668,0,2,1,61,1,7,0,0,1,1,1,0,12,16,0,2014,07,12,1,0
A699675,0,2,0,2191,17,5,0,0,0,1,6,0,13,55,0,2015,11,28,0,1
A691605,0,0,0,2191,12,12,1,1,0,1,1,0,14,41,0,2014,11,08,0,1
A695432,1,3,1,366,1,5,2,1,1,1,1,0,9,0,0,2015,01,16,0,0
A702001,0,0,0,366,2,2,0,0,0,1,1,0,18,32,0,2015,05,11,0,0
A704262,1,2,0,61,17,2,1,1,0,1,6,0,18,55,0,2015,06,07,1,0
A677259,0,0,1,4746,16,2,0,0,0,1,1,0,11,13,0,2014,06,08,0,0
A710814,0,2,0,731,20,2,0,0,0,1,0,0,16,3,0,2015,09,12,0,1
A691518,0,3,0,1096,15,5,2,1,4,1,4,0,13,18,0,2014,11,21,0,1
A699091,0,3,0,181,27,5,0,0,0,1,0,0,17,0,0,2015,04,13,1,0
A715583,0,2,0,2191,68,17,1,1,0,1,7,0,11,26,0,2015,11,20,0,0
A705357,1,1,1,3,1,5,3,2,1,1,1,0,12,39,0,2015,06,16,1,0
A710303,0,0,0,4746,17,4,1,1,0,1,6,0,18,41,0,2015,08,21,0,0
A706338,1,3,1,181,1,6,2,1,1,1,1,0,9,0,0,2015,06,28,1,0
A679856,0,2,0,271,6,20,1,1,0,1,3,0,16,43,0,2014,07,05,1,1
A685172,0,0,0,1826,30,23,1,1,0,1,5,0,13,24,0,2014,08,06,0,1
A716587,1,3,1,731,1,17,2,1,1,1,1,0,20,20,0,2015,11,25,0,2
A691564,0,3,0,366,2,9,1,1,0,1,1,0,14,5,0,2014,12,07,0,1
A633943,0,2,0,1461,35,0,0,0,0,1,4,0,18,28,0,2014,02,07,0,0
A719638,0,2,1,61,1,7,2,1,4,1,1,0,12,45,0,2016,02,03,1,0
A710682,1,3,1,731,1,9,3,2,1,1,1,0,9,0,0,2015,08,27,0,0
A664289,1,3,1,91,1,7,2,1,1,1,1,0,12,41,0,2013,10,03,1,0
A637896,0,4,1,1096,1,7,0,0,4,1,1,0,9,4,0,2015,10,03,0,0
A664799,1,3,1,29,1,7,2,1,1,1,1,0,17,4,0,2013,10,09,1,0
A718743,0,2,0,731,53,19,0,0,0,0,4,0,11,36,0,2016,01,10,0,0
A705203,1,3,1,731,1,14,2,1,1,1,1,0,9,0,0,2015,06,15,0,0
A666613,0,2,1,91,1,7,0,0,1,1,1,0,17,1,0,2013,11,13,1,0
A704369,0,2,0,1461,55,9,0,0,0,1,2,0,15,43,0,2015,07,13,0,1
A682104,1,3,0,36,38,5,2,1,0,1,0,0,16,33,0,2014,06,24,1,1
A703207,0,2,0,731,13,28,1,1,0,1,0,0,16,12,0,2015,09,08,0,1
A706843,0,0,0,1096,15,0,0,0,1,1,4,0,17,8,0,2015,07,15,0,0
A677545,1,0,1,1826,1,11,1,1,1,1,1,0,18,7,0,2014,04,30,0,0
A690020,0,0,0,121,30,12,2,1,0,1,5,0,18,25,0,2014,10,15,1,0
A717022,0,2,0,366,73,4,0,0,0,1,0,0,16,20,0,2015,12,13,0,1
A715340,1,2,1,91,1,7,0,0,1,1,1,0,8,1,0,2016,01,15,1,0
A702650,0,2,1,61,1,5,1,1,1,1,1,0,20,16,0,2015,07,18,1,2
A718366,0,0,0,3286,85,12,0,0,0,1,4,0,18,51,0,2015,12,28,0,0
A279920,0,1,0,4381,124,32,0,0,0,1,1,0,14,31,0,2014,09,05,0,1
A715528,0,2,0,366,82,0,1,1,0,1,3,0,14,27,0,2016,01,12,0,1
A686523,1,3,1,366,1,6,2,1,1,1,1,0,14,43,0,2014,08,26,0,1
A675612,0,2,0,731,13,5,0,0,0,1,0,0,16,39,0,2014,04,28,0,1
A715778,0,3,1,366,29,38,1,1,0,1,1,0,14,16,0,2015,11,16,0,1
A674710,0,2,0,2556,17,13,1,1,0,1,6,0,18,23,0,2014,03,22,0,0
A700826,1,3,0,731,15,4,0,0,1,1,4,0,14,52,0,2015,04,25,0,1
A664502,1,2,1,61,1,5,0,0,1,1,1,0,17,49,0,2013,10,13,1,0
A711896,0,3,0,61,17,4,1,1,0,1,6,0,18,8,0,2015,09,14,1,0
A719373,0,2,1,61,1,5,0,0,1,1,1,0,21,10,0,2016,01,23,1,2
A696385,0,0,0,2191,2,45,1,1,0,1,1,0,13,48,0,2015,02,04,0,1
A698754,0,0,1,5841,1,5,0,0,1,1,1,0,11,1,0,2015,03,24,0,0
A707128,0,3,0,731,17,16,2,1,0,1,6,0,14,58,0,2015,07,21,0,1
A664782,0,3,0,181,17,16,2,1,7,1,6,0,17,5,0,2013,10,16,1,0
A661949,0,2,1,211,1,7,0,0,1,1,1,0,13,40,0,2013,10,13,1,1
A699619,0,0,0,1461,97,9,1,1,0,1,4,0,16,27,0,2015,04,01,0,1
A680922,1,3,1,8,1,7,3,2,1,1,1,0,19,15,0,2014,06,09,1,0
A688752,1,3,1,22,1,14,2,1,4,1,1,0,13,22,0,2014,09,23,1,1
A685942,0,3,0,151,2,0,0,0,0,1,1,0,15,5,0,2014,08,30,1,1
A685946,0,3,1,1096,1,5,1,1,1,1,1,0,15,0,0,2014,09,18,0,1
A678735,0,3,0,15,15,9,2,0,1,1,4,0,8,13,0,2014,05,24,1,0
A697584,0,2,0,61,13,17,1,1,0,1,0,0,18,20,0,2015,03,03,1,0
A704444,1,3,0,29,44,0,2,0,0,1,0,0,13,10,0,2015,06,05,1,1
A692977,1,2,0,241,13,28,0,0,0,1,0,0,17,4,0,2014,12,04,1,0
A679175,0,2,1,61,1,11,0,0,1,1,1,0,18,50,0,2014,05,20,1,0
A684110,1,1,1,29,1,11,2,1,1,1,1,0,14,55,0,2014,07,19,1,1
A671155,0,3,0,731,82,9,0,0,0,1,3,0,16,42,0,2014,02,13,0,1
A665385,0,3,0,1096,40,19,0,0,0,1,2,0,18,8,0,2015,08,25,0,0
A661097,0,2,1,366,1,11,0,0,1,1,1,0,9,13,0,2013,10,04,0,0
A711670,0,2,1,366,1,5,1,1,5,1,1,0,16,3,0,2016,01,02,0,1
A666495,0,2,0,31,41,4,2,0,0,1,1,0,15,37,0,2013,11,02,1,1
A676984,0,3,1,731,1,5,0,0,4,1,1,0,12,31,0,2014,05,05,0,0
A708414,1,3,1,22,1,7,3,2,1,1,1,0,15,38,0,2015,07,27,1,1
A670620,0,2,1,3286,1,11,0,0,1,1,1,0,14,52,0,2014,02,02,0,1
A680300,0,2,0,731,132,5,0,0,0,1,5,0,17,50,0,2014,06,11,0,0
A680301,0,2,0,366,38,8,1,1,0,1,0,0,16,7,0,2014,07,12,0,1
A620418,0,2,0,1096,15,5,0,0,1,0,4,0,19,24,0,2014,12,18,0,0
A680465,0,3,0,1096,53,28,2,1,0,1,4,0,12,13,0,2014,06,03,0,0
A684616,1,2,0,61,13,28,1,1,0,1,0,0,17,2,0,2014,07,30,1,0
A662762,0,2,1,31,67,44,1,1,0,1,1,0,18,15,0,2013,10,08,1,0
A648915,0,0,0,1826,15,5,1,1,1,1,4,0,16,49,0,2014,01,16,0,1
A682485,1,3,1,731,1,6,2,0,1,1,1,0,9,0,0,2014,06,29,0,0
A665453,0,2,0,366,13,4,0,0,0,1,0,0,12,35,0,2013,11,20,0,0
A672472,0,2,1,151,1,7,0,0,1,1,1,0,18,26,0,2014,03,01,1,0
A714224,0,2,0,2191,38,42,1,1,0,1,0,0,14,54,0,2015,11,15,0,1
A675195,1,2,0,151,15,5,1,1,1,1,4,0,14,15,0,2014,03,30,1,1
A702544,0,2,0,366,19,0,1,1,0,1,7,0,11,58,0,2015,05,25,0,0
A713532,0,3,0,151,15,9,2,1,1,1,4,0,11,48,0,2015,10,08,1,0
A718955,0,0,0,366,92,0,0,0,0,0,4,0,19,4,0,2016,01,15,0,0
A677653,0,0,0,366,15,4,0,0,1,1,4,0,16,23,0,2014,05,02,0,1
A691171,0,2,1,61,1,1,0,0,1,1,1,0,18,10,0,2014,11,24,1,0
A620379,0,1,0,1096,17,5,0,0,0,1,6,0,13,2,0,2015,01,29,0,1
A679950,0,2,1,91,1,1,0,0,1,1,1,0,11,4,0,2014,08,19,1,0
A717476,0,3,0,731,13,17,0,0,0,1,0,0,15,52,0,2016,01,02,0,1
A709217,1,1,1,366,1,11,2,0,1,1,1,0,16,9,0,2015,08,07,0,1
A692268,1,3,0,211,69,20,1,1,0,1,5,0,18,7,0,2014,11,22,1,0
A674744,1,3,0,121,38,26,2,1,0,1,0,0,16,35,0,2014,03,21,1,1
A686316,0,0,0,2556,92,9,0,0,0,1,4,0,12,15,0,2014,08,20,0,0
A708014,0,3,1,4,1,5,2,0,1,1,1,0,13,17,0,2015,07,24,1,1
A688631,1,3,1,366,1,5,3,2,1,1,1,0,9,0,0,2014,09,22,0,0
A697146,1,3,1,241,1,5,3,2,1,1,1,0,9,0,0,2015,02,19,1,0
A682831,1,3,1,61,1,5,2,1,1,1,1,0,18,0,0,2014,08,19,1,0
A679047,1,3,1,5,1,14,2,1,1,1,1,0,17,27,0,2014,05,15,1,0
A684766,0,2,0,366,22,9,0,0,0,1,7,0,17,32,0,2014,08,26,0,0
